pc_timestamp,elapsed_s,arduino_date,arduino_time,uptime_s,sht30_temp_C,sht30_humidity_pct,bme688_1_temp_C,bme688_1_humidity_pct,bme688_1_pressure_hpa,bme688_1_gas_ohms,bme688_2_temp_C,bme688_2_humidity_pct,bme688_2_pressure_hpa,bme688_2_gas_ohms,as7341_f1,as7341_f2,as7341_f3,as7341_f4,as7341_clear,as7341_nir,stepper_speed_pct,pump_speed_pct,pump_state
2026-07-08 12:47:22,3.49,2026-06-18,12:00:01,1.0,-45.0,42.69,27.27,41.55,1018.57,24859.0,33.0,89.67,1019.58,35049.0,16.0,51.0,85.0,141.0,494.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:24,5.75,2026-06-18,12:00:03,3.0,25.75,42.71,27.08,41.25,1018.58,24460.0,32.66,89.12,1019.6,33376.0,16.0,51.0,85.0,142.0,494.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:26,8.01,2026-06-18,12:00:05,5.0,25.75,42.73,26.93,41.27,1018.59,24334.0,32.37,89.71,1019.6,32266.0,16.0,51.0,84.0,140.0,493.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:28,10.27,2026-06-18,12:00:08,8.0,25.75,42.74,26.8,41.34,1018.59,24046.0,32.14,90.03,1019.6,31620.0,16.0,51.0,85.0,142.0,494.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:31,12.53,2026-06-18,12:00:10,10.0,25.75,42.74,26.71,41.39,1018.58,23992.0,31.97,90.18,1019.6,31090.0,16.0,51.0,84.0,140.0,493.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:33,14.79,2026-06-18,12:00:12,12.0,25.76,42.72,26.63,41.46,1018.59,24073.0,31.84,90.24,1019.61,30556.0,16.0,51.0,84.0,141.0,491.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:35,17.04,2026-06-18,12:00:14,14.0,25.76,42.74,26.58,41.64,1018.59,24265.0,31.74,90.26,1019.61,30188.0,16.0,51.0,84.0,142.0,494.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:37,19.3,2026-06-18,12:00:17,17.0,25.75,42.81,26.54,41.77,1018.59,24572.0,31.66,90.29,1019.61,29976.0,16.0,51.0,84.0,141.0,493.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:40,21.56,2026-06-18,12:00:19,19.0,25.74,42.87,26.5,41.85,1018.59,24772.0,31.6,90.31,1019.61,29767.0,16.0,51.0,84.0,141.0,493.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:42,23.82,2026-06-18,12:00:21,21.0,25.75,42.92,26.48,41.89,1018.59,24990.0,31.56,90.29,1019.61,29540.0,16.0,51.0,84.0,140.0,492.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:44,26.08,2026-06-18,12:00:23,23.0,25.74,42.99,26.46,41.91,1018.59,25301.0,31.52,90.26,1019.62,29418.0,16.0,51.0,84.0,141.0,495.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:46,28.34,2026-06-18,12:00:26,26.0,25.74,43.02,26.45,41.9,1018.59,25437.0,31.5,90.27,1019.61,29297.0,16.0,51.0,84.0,141.0,495.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:49,30.6,2026-06-18,12:00:28,28.0,25.74,43.02,26.44,41.89,1018.59,25884.0,31.48,90.29,1019.61,29237.0,16.0,51.0,84.0,141.0,493.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:51,32.86,2026-06-18,12:00:30,30.0,25.75,43.03,26.43,41.93,1018.58,26154.0,31.47,90.32,1019.61,29297.0,16.0,51.0,84.0,141.0,493.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:53,35.12,2026-06-18,12:00:32,33.0,25.74,43.06,26.43,41.98,1018.59,26429.0,31.45,90.31,1019.61,29177.0,16.0,51.0,84.0,141.0,492.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:55,37.38,2026-06-18,12:00:35,35.0,25.74,43.09,26.42,42.0,1018.58,26795.0,31.45,90.32,1019.61,29057.0,16.0,51.0,84.0,141.0,492.0,40.0,0.0,0.0,OFF
2026-07-08 12:47:58,39.63,2026-06-18,12:00:37,37.0,25.75,43.14,26.42,42.04,1018.58,27101.0,31.44,90.35,1019.61,29197.0,16.0,51.0,84.0,141.0,490.0,40.0,0.0,0.0,OFF
2026-07-08 12:48:00,41.89,2026-06-18,12:00:39,39.0,25.76,43.17,26.42,42.06,1018.59,27397.0,31.43,90.42,1019.62,28920.0,16.0,51.0,84.0,141.0,493.0,40.0,0.0,0.0,OFF
2026-07-08 12:48:02,44.15,2026-06-18,12:00:42,42.0,25.76,43.18,26.42,42.05,1018.59,27753.0,31.43,90.48,1019.62,26677.0,16.0,51.0,85.0,142.0,496.0,40.0,0.0,0.0,OFF
2026-07-08 12:48:05,46.41,2026-06-18,12:00:44,44.0,25.75,43.17,26.42,42.02,1018.59,27880.0,31.43,90.57,1019.62,27274.0,16.0,51.0,85.0,142.0,495.0,40.0,0.0,0.0,OFF
2026-07-08 12:48:07,48.67,2026-06-18,12:00:46,46.0,25.74,43.14,26.42,41.96,1018.59,28193.0,31.43,90.63,1019.63,27503.0,16.0,51.0,84.0,141.0,494.0,40.0,0.0,0.0,OFF
